Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Type Ind,PipeCode,GFPipeID,PipeName,GFLocID
79736,INDIANA GAS CO - LDC ALLOCATION POINT,IN,DECATUR,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079736
45311,TRANSCO CTGS (TPGS1060B),TX,MATAGORDA,,B,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210045311
73249,"ENTERGY - LEWIS CREEK / MONTGOMERY COUNTY, TX",TX,MONTGOMERY,STX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073249
79726,ELIZABETHTOWN GAS - LDC ALLOCATION POINT,NJ,MONMOUTH,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079726
N4IL5,(DTE) M1 DTE ILT TO M2 DTE ILT,MI,OAKLAND,M1,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4IL5
98962,GULF SOUTH SCOTT MOUNTAIN,AL,CHOCTAW,,R,STA,STT,119,"Sabal Trail Transmission, LLC",1190098962
00201,"MAHWAH (BERGEN,NJ)",NJ,BERGEN,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000201
59208,"LEWISBURG IND. GLOBE RD - MARSHALL CO, TN",TN,MARSHALL,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059208
89500,TITLE TRANSFER POINT,LA,RICHLAND,,R,STA,SESH,116,"Southeast Supply Header, LLC",1160089500
00817,"DYNEGY LAKE ROAD (WINDHAM,CT)",CT,WINDHAM,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000817
79738,CENTANA LLC  (MAIN PASS) - LDC ALLOCATION POINT,LA,MAIN PASS,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200079738
N4237,(DTE) VECTOR MILFORD JUNCTION DELIVERY,MI,OAKLAND,M1,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4237
30022,NEWINGTON POWER METER STATION,NH,ROCKINGHAM,,D,END,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030022
00032,"NATIONAL GRID-WALTHAM (MIDDLESEX,MA)",MA,MIDDLESEX,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000032
73697,"BACHTELL O&G/KEAHEY GATHERING-MARION CO., TX",TX,MARION,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073697
73600,FORTUNE RESOURCES LLC/TARANTULA GATHERING,TX,SHELBY,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073600
89845,CANAL ELECTRIC,MA,BARNSTABLE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000089845
N4202,ACCESS MID HWY 219,OH,JEFFERSON,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4202
59058,GALLATIN,TN,SUMNER,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059058
45403,TRANSCO - STORAGE (R-INJ 40403/D-WTD 40404),LA,ST LANDRY,,B,INT,BGS,101,Bobcat Gas Storage,1010045403
59070,UCG ELIZABETHTON,TN,CARTER,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059070
00059,"MONTVILLE (NEW LONDON,CT)",CT,NEW LONDON,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000059
79057,MIDDLESEX EXTENSION MAINLINE,NJ,MIDDLESEX,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079057
00046,"YANTIC (HARTFORD,CT)",CT,NEW LONDON,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000046
73469,"DISCOVERY-LAROSE STATION INTERCONNECT, LAFOURCHE PSH., LA",LA,LAFOURCHE,ELA,D,PLT,TE,120,"Texas Eastern Transmission, LP",1200073469
75009,"EQUITRANS - CRAYNE, PA (D70009/R76009)",PA,GREENE,2,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075009
74202,"ACCESS MIDSTREAM HIGHWAY 219 - JEFFERSON CO., OH",OH,JEFFERSON,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200074202
00208,"AGT-WANAQUE INTERCONNECT (PASSAIC,NJ)",NJ,PASSAIC,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000208
59050,UCG JOHNSON CITY WEST,TN,WASHINGTON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059050
59106,CHAT HUNTER RD,TN,HAMILTON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059106
45103,"COLUMBIA - STORAGE, LA (D40104/R40103)",LA,ACADIA,,B,INT,EHP,104,"Egan Hub Storage, LLC",1040045103
79887,LILCO-(THRU 70058),NY,RICHMOND,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079887
59113,LOUDON VONORE,TN,MONROE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059113
73325,ROLLING HILLS GENERATING LLC - (73325),OH,VINTON,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073325
83005,TEXAS EASTERN RECEIPT,MS,COPIAH,,R,INT,SESH,116,"Southeast Supply Header, LLC",1160083005
75662,GOLDEN TRIANGLE STORAGE D73662/R73663,TX,ORANGE,WLA,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075662
N4136,(DTE) VECTOR - BELLE RIVER -  RECEIPT,MI,ST CLAIR,M2,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4136
59313,TROUSDALE COUNTY RECEIVING,TN,TROUSDALE,,R,INT,ETNG,105,"East Tennessee Natural Gas, LLC",1050059313
59315,DICKENSON CO RECEIVING,VA,DICKENSON,,R,WHD,ETNG,105,"East Tennessee Natural Gas, LLC",1050059315
75865,"THREE RIVERS PIPELINE CO. - INDIANA CO., PA (D7286",PA,INDIANA,3,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075865
80049,LATERAL G SYSTEM CLEARY MAINLINE,MA,BRISTOL,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080049
NA850,ANACONDA SS207 - LDC ALLOCATION POINT,OF,OFFSHORE,,R,INT,NPC,113,"Nautilus Pipeline Company, L.L.C.",11300NA850
73639,SOUTHWESTERN ENERGY/JEBEL GATHERING,TX,SAN AUGUSTINE,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073639
59099,ENGLEWOOD,TN,MC MINN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059099
M0073,DELIVERY TO TETCO AT WD-143 A (TE STATION 73073),OF,WEST DELTA 143,,D,WHD,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0073
79743,PEOPLE'S LDC ALLOCATION POINT,PA,BLAIR,3,R,LDC,TE,120,"Texas Eastern Transmission, LP",1200079743
59189,LEWISBURG GAS - INDUSTRIAL PARK,TN,MARSHALL,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059189
02630,"NEPTUNE LNG -(ESSEX, MA)",MA,ESSEX,,D,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000002630
79998,GATHERING CUSTODY TRANSFER POINT,LA,VERMILION-SOUTH,WLA,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079998
59200,"SONAT MURRAY LATERAL - WHITFIELD CO., GA",GA,WHITFIELD,,R,INT,ETNG,105,"East Tennessee Natural Gas, LLC",1050059200
G0022,LINE PACK CHANGE MAGNOLIA,OF,SOUTH MARSH IS.,,D,OTH,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0022
73345,"DEFS/SANTA FE RANCH GATHERING - KLEBERG CO., TX (REC)",TX,KENEDY,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073345
N4HD1,(VEC) HARTLAND,MI,LIVINGSTON,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4HD1
N4423,(DTE) CONSUMERS NORTHVILLE -  RECEIPT,MI,WAYNE,M1,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4423
71616,"COL. GAS - FAIRFIELD CO., OH",OH,FAIRFIELD,2,R,INT,TE,120,"Texas Eastern Transmission, LP",1200071616
00240,"COLUMBIA HANOVER (MORRIS,NJ)",NJ,MORRIS,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000240
00006,"MOHEGAN PARK (NEW LONDON,CT)",CT,NEW LONDON,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000006
73153,"PECO -- BROOKHAVEN, PA",PA,DELAWARE,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073153
79560,SS/X-28 STORAGE POINT,PA,JUNIATA,3,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079560
80074,G-22 SYSTEM,MA,BRISTOL,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080074
45122,KINDER MORGAN (R)INJ 40122/ (D) WTD 40123,LA,EVANGELINE,,B,INT,EHP,104,"Egan Hub Storage, LLC",1040045122
00076,"MANSFIELD (TOLLAND,CT)",CT,TOLLAND,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000076
79509,ZONE M3  SERVICE POINT,PA,INDIANA,3,R,PPT,TE,120,"Texas Eastern Transmission, LP",1200079509
00829,"NATIONAL GRID-SANDWICH (BARNSTABLE,MA)",MA,BARNSTABLE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000829
73641,"NOBLE ENERGY-HARRIS YATES-SHELBY CO., TX",TX,SHELBY,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073641
73239,"TALEN ENERGY MARKETING, LLC - (IRONWOOD) LEBANON CO., PA.",PA,LEBANON,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073239
73233,DUKE ENERGY INDIANA,OH,BUTLER,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073233
73719,T2 GAS UTILITY LLC/REFUGIO INTERCONNECT,TX,REFUGIO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073719
00230,"MARATHON (MIDDLESEX,MA)",MA,MIDDLESEX,,R,STR,AGT,100,"Algonquin Gas Transmission, LLC",1000000230
00271,"EVERETT INT. (MIDDLESEX,MA)",MA,MIDDLESEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000271
73575,"DCP/SARITA GATHERING-KENEDY CO., TX",TX,KENEDY,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073575
73316,"HEADINGTON OIL-HUTCHINS PEARSON #1-WHARTON CO., TX   (REC)",TX,WHARTON,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073316
72951,"APTIAN GAS CORP., SCHREINER RANCH - LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072951
M0009,HIGH POINT GAS TRANSMISSION (992006),LA,PLAQUEMINES,,D,INT,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0009
83116,SOUTHCROSS ENERGY/MOSELLE DELIVERY,MS,JONES,,D,INT,SESH,116,"Southeast Supply Header, LLC",1160083116
73338,SANTOSUSA CORP,TX,MATAGORDA,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073338
N4VX0,(VEC) MGU-MARSHALL,MI,CALHOUN,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4VX0
73109,"RED BAY #2, FRANKLIN CO. AL.",AL,FRANKLIN,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073109
79978,NUECES CONNECTOR (MAINLINE),TX,,STX,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079978
75884,"EQT QVC STEIGER RIDGE ROAD, MONROE CO, OH (D73884/R73885)",OH,MONROE,2,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075884
88203,INTERCONNECTION BETWEEN NORTHEAST GATEWAY AND HUBLINE,MA,ESSEX,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000088203
70321,"UGI UTILITIES, INC. (COLUMBIA GAS) - LEBANON, PA",PA,LEBANON,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070321
73490,"DOMINION E&P - BROWN GATHERING-ORANGE CO., TX",TX,ORANGE,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073490
79741,LIBERTY UTILITIES - LDC ALLOCATION POINT,MO,SCOTT,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079741
73225,"NAT'L GAS  -PERRY CO., OH",OH,PERRY,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073225
79055,ELA TRANSFER POINT (PTR),LA,PLAQUEMINES,ELA,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079055
59102,MONTEAGLE,TN,GRUNDY,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059102
79660,MARIETTA CUSTODY TRANSFER POINT,PA,LANCASTER,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079660
79948,TETCO/AGT NOMINATION POINT,NJ,HUNTERDON,3,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079948
00025,"HOPEDALE (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000025
71773,"JAMES L. NELSON - JUNKER, DEWITT CO., TX",TX,DE WITT,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071773
73253,"ETC TEXAS PIPELINE, LTD-HENDERSON #1 / NACOGDOCHES CO., TX (REC)",TX,NACOGDOCHES,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073253
59760,SALTVILLE LLC STORAGE INJECTION,VA,SMYTH,,D,STR,ETNG,105,"East Tennessee Natural Gas, LLC",1050059760
NA018,ANR (992212),LA,ST MARY,,D,INT,NPC,113,"Nautilus Pipeline Company, L.L.C.",11300NA018
30056,SOUTH BERWICK  GRANITE STATE,ME,YORK,,D,END,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030056
73894,DTI TAYLORS RIDGE ROAD,WV,MARSHALL,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073894
39013,METHUEN PHASE 3,ME,CUMBERLAND,,R,STA,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110039013
N4002,(DTE) GREAT LAKES - BELLE RIVER RECEIPT,MI,ST CLAIR,M2,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4002
72764,"NGPL SWEET LAKE - CAMERON PSH., LA",LA,CAMERON,WLA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200072764
78200,AGT MAINLINE (NJ-NY),NY,ROCKLAND,3,R,INT,TE,120,"Texas Eastern Transmission, LP",1200078200
NA012,ENLINK LIG (992211),LA,ST MARY,,D,INT,NPC,113,"Nautilus Pipeline Company, L.L.C.",11300NA012
59190,"MD RECYCLING TECHNOLOGIES - GREENE CO., TN",TN,GREENE,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059190
N4308,(DTE) VECTOR - BELLE RIVER - POOL RECEIPT,MI,ST CLAIR,M2,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4308
30001,DRACUT INTERCONNECT - ESSEX CO. MA. (REC 30016),MA,MIDDLESEX,,D,INT,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030001
59087,LIVINGSTON,TN,PUTNAM,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059087
80029,LATERAL C SYSTEM MAINLINE,CT,NEW HAVEN,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080029
70062,"NAT GAS & OIL - SOMERSET, OH",OH,PERRY,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070062
79715,MISSISSIPPI VALLEY AMORY - LDC ALLOCATION POINT,MS,MONROE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079715
73300,KINDER MORGAN CLEAR LK. STOR -HARRIS CO.TX (73299 B/D),TX,HARRIS,STX,R,STR,TE,120,"Texas Eastern Transmission, LP",1200073300
71485,"GULF SOUTH PIPELINE COMPANY - GILLIS, LA",LA,BEAUREGARD,WLA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071485
73313,"DEFS-GEODOMINION - BONORDEN #1 - LAVACA CO., TX",TX,LAVACA,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073313
70953,"NEW JERSEY NATURAL - FREEHOLD, NJ",NJ,MIDDLESEX,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070953
59072,HCCUD HAWKINS,TN,HAWKINS,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059072
72911,"COL. GAS (I-O) & LEBANON, OH",OH,WARREN,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072911
73168,"WILLAMETTE INDUSTRIES -  BIENVILLE PARISH, LA",LA,BIENVILLE,ETX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073168
00835,"WEST DANBURY (FAIRFIELD,CT)",CT,FAIRFIELD,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000835
N4221,(DTE) NEXUS - YPSILANTI POOL RECEIPT,MI,WASHTENAW,M1,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4221
59766,SALTVILLE STORAGE INJECTION,VA,SMYTH,,D,STR,ETNG,105,"East Tennessee Natural Gas, LLC",1050059766
79565,SS/X-28 STORAGE SERVICE POINT,PA,WESTMORELAND,2,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079565
30016,DRACUT INTERCONNECT - ESSEX CO. MA (DEL 30001),MA,ESSEX,,R,INT,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030016
71435,"CLECO ENERGY - CHIRENO #1, TX  (DELIVERY)",TX,NACOGDOCHES,ETX,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071435
59009,EARLY GROVE REC/WD (BI-D 59147),VA,WASHINGTON,,R,STR,ETNG,105,"East Tennessee Natural Gas, LLC",1050059009
73073,"SHELL OFFSHORE , WD 143, - LAO",OF,WEST DELTA,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073073
71209,"PUBLIC SERVICE - WANAQUE, NJ",NJ,PASSAIC,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071209
79716,NATIONAL GAS & OIL - LDC ALLOCATION POINT,OH,PERRY,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079716
99845,NEEDHAM REGULATOR,MA,MIDDLESEX,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000099845
83101,TRANSCO - CODEN,AL,MOBILE,,D,INT,SESH,116,"Southeast Supply Header, LLC",1160083101
00622,"EXCELERATE ENERGY LP - NE GATEWAY-EXPLORER (ESSEX,MA)",MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000622
59158,SEVIER COUNTY UTILITY DISTRICT,TN,SEVIER,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059158
73911,"CPV-FAIRVIEW, JACKSON TOWNSHIP, PA",PA,CAMBRIA,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073911
59186,"ETOWAH METER STATION - MCMINN CO., TN",TN,MC MINN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059186
M0006,VENICE GAS PLANT (992002),LA,PLAQUEMINES,,D,PLT,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0006
72890,"LOUISIANA INTRASTATE GAS - IBERVILLE PSH., LA (DEL)",LA,IBERVILLE,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072890
74696,GOMEX VR 282 BUYBACK,OF,VERMILLION,WLA,D,STA,TE,120,"Texas Eastern Transmission, LP",1200074696
71353,"COL. GAS - EAST MIDDLETOWN, OH",OH,WARREN,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071353
73276,"RENUERGY MINERALS  LUKER #2 GOLIAD CO., TX (REC)",TX,GOLIAD,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073276
71672,"FLORIDA GAS - KROTZ SPRING, LA DEL (B/D 76672)",LA,ST LANDRY,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071672
79995,"NEXUS INTERCONNECT WITH TETLP MAINLINE, MONROE CO., OH",OH,MONROE,2,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079995
72457,"GMT GAS MARKETING - #1 VAL HOLTZ, DEWITT CO., TX (REC)",TX,DE WITT,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072457
59304,TRANSCO - CASCADE CREEK (RECEIPT),NC,ROCKINGHAM,,R,INT,ETNG,105,"East Tennessee Natural Gas, LLC",1050059304
59256,"BAE SYSTEMS - RIVERPORT ROAD, SULLIVAN CO., TN",TN,SULLIVAN,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059256
70244,"TRANSCO - LINDEN, NJ - DEL",NJ,UNION,3,D,INT,TE,120,"Texas Eastern Transmission, LP",1200070244
70539,"S.I.G. & ELEC -FT. BRANCH, IN",IN,GIBSON,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070539
71704,"GULF SOUTH PIPELINE COMPANY, LP - DARNELL, LA  (DELIVERY)",LA,WEST CARROLL,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071704
70036,"PECO ENERGY - WEST CONSHOHOCKEN, PA",PA,MONTGOMERY,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070036
73883,"CENTERPOINT ENERGY/IP ORANGE MILL-OWENS ILLINOIS RD-ORANGE CO.,TX",TX,ORANGE,WLA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073883
73526,PUBLIC SERVICE - BOUND BROOK - HEATER FUEL,NJ,SOMERSET,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073526
73306,RELIANT PWR PLT - PA - (73306),PA,ADAMS,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073306
73732,"BLUE RACER MIDSTREAM-BERNE, MONROE CO.,OH",OH,MONROE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073732
73717,ESENJAY PETROLEUM/HOBLIT UNIT #1-RUN 1,TX,GOLIAD,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073717
80100,KLEEN ENERGY LATERAL MAINLINE,CT,MIDDLESEX,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080100
N4NB1,(VEC) NORTHERN BORDER,IL,WILL,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4NB1
72263,"PUBLIC SERVICE - WOODBRIDGE,NJ",NJ,MIDDLESEX,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072263
79613,WLA PAL POINT OF TRANSACTION,LA,CALCASIEU,WLA,R,VIR,TE,120,"Texas Eastern Transmission, LP",1200079613
72222,"DEWBRE PETROLEUM-VALDERAS #1 /  HIDALGO COUNTY, TX  (REC)",TX,HIDALGO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072222
73887,"ALEGACY/CNG INDUSTRIAL CAMPUS-BUS US 290-WALLER CO.,TX",TX,WALLER,STX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073887
73568,KINDER MORGAN LNG RECEIPT,LA,EVANGELINE,WLA,R,LNG,TE,120,"Texas Eastern Transmission, LP",1200073568
00081,"NATIONAL GRID-POTTER ST. (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000081
70418,"GLOSTER, MS",MS,AMITE,ELA,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070418
59064,DOE B STATION,TN,ROANE,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059064
79705,CARNEGIE NATURAL GAS - LDC ALLOCATION POINT,PA,GREENE,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200079705
79703,SUMMIT UTILITIES PARAGOULD - LDC ALLOCATION POINT,AR,GREENE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079703
75578,MONROE GAS STORAGE - (D73578/R73579),MS,MONROE,1,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075578
70937,"CONSUMERS GAS CO. - OMAHA, IL",IL,WHITE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070937
70308,"UGI CENTRAL - LEWISTOWN - JUNIATA CO., PA",PA,JUNIATA,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070308
73521,"PALMER PETROLEUM-ANGELINA #2-ANGELINA CO., TX",TX,ANGELINA,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073521
73216,"TOWN OF SHANNON - MONROE CO., MS",MS,MONROE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073216
00034,"NEW ENGLAND GAS COMPANY NO. ATTLEBORO (BRISTOL,MA)",MA,BRISTOL,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000034
73729,"CENTERPOINT ENERGY - GRANITE MOUNTAIN QUARRY, PULASKI CO., AR",AR,PULASKI,ETX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073729
73684,ETX-ENBRIDGE/WELLS LANDING - POLK,TX,POLK,ETX,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073684
72770,PEPL/TETCO (LEBANON LATERAL-TETCO CAPACITY),OH,WARREN,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072770
59048,UCG MARYVILLE EAST,TN,BLOUNT,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059048
59952,TENNESSEE ALUMINUM TAP 1,TN,MAURY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059952
59052,HERITAGE GLASS-LLC,TN,SULLIVAN,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059052
95001,TGP GLANCY FORK,KY,CARTER,,D,INT,BSP,103,"Big Sandy Pipeline, LLC",1030095001
73892,HILCORP ENERGY/ST. CHARLES REFUGE GATHERING-BACKGATE ROAD-REFUGIO,TX,REFUGIO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073892
00824,NEW ENGLAND GAS COMPANY FALL RIVER GAS-NORTH FALL RIVER STA-(BRIST,MA,BRISTOL,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000824
N4868,"RICE ENERGY-OHIO/BOLTZ RIDGE ROAD, MONROE CO., OH",OH,MONROE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4868
99855,SALEM LATERAL CUSTODY TRANSFER POINT,MA,ESSEX,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000099855
73664,"SAMSON CHARLTON/HILLEGASS, SOMERSET CO, PA",PA,SOMERSET,3,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073664
79108,"LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS",MS,CHOCTAW,1,R,OTH,TE,120,"Texas Eastern Transmission, LP",1200079108
N4301,(DTE) GREAT LAKES - BELLE RIVER POOL RECEIPT,MI,ST CLAIR,M2,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4301
45407,GULF SOUTH - STORAGE (R-INJ 40407/D-WTD 40408),LA,ST LANDRY,,B,INT,BGS,101,Bobcat Gas Storage,1010045407
59142,CHAT EAST BRAINERD,TN,HAMILTON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059142
73577,"TEXAS GAS/FAYETVILLE, AR.",AR,WHITE,1,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073577
00016,"NEW ENGLAND GAS COMPANY FALL RIVER (BRISTOL,MA)",MA,BRISTOL,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000016
